사용자명,별점 평가,별점,리뷰 평가,리뷰 내용
칠부팬츠,긍정적,9,부정,"초 저 예산 결정 판 집 한 채 로 찍 을 영화 가 얼마나 될가요 낚 인 감도있지만 몰입도 100 우리나라 몇 백억이 하 로 발리는 영화 나 3 이하 는 취급 도안 하 는 그런 고급 문명 이었나 
 우리나라 가 주연 만 따지는 한국영 화 아님"
휴면 사용자,긍정적,10,부정,아바타 보다 5 배 낫다
Nante,긍정적,10,부정,흠 겁나 시껍해따
,부정적,0,부정,인생 최악 의 영화 영화 끝나고 엘리베이터 앞 에서 사람 들 아주 돈 아깝다고 난리 도 아니었다 영화 보다 혹시 나 뭐좀 나오나 기대했는데 제 길 잠 이나 잘 걸 싶었다 이제 평점 안 믿는다 이런 쓰래 기 영화 를 10 점
아스벨,긍정적,10,부정,휴 우 증 조 낸 심해 요
Pan,부정적,0,부정,극 장가 서 봤는데 미친듯이 돈 아깝고 시간 아깝고 중간 에 울고싶었다 내 가 웬만한 영화 장르 안 가리고 다 좋아하는데 아 이건 아니다 구성 이 완전 삼류 영화
HuiJae,긍정적,10,부정,학교 에서 다운 받아서 봣는데 마지막 하이라이트 때 애 들 전체 다 비명 질럿다 는 긴장감 쵴오
INFJ,부정적,1,부정,새벽 에 불 꺼놓고 혼자 숨 죽 이며 봤으나 전혀 무섭지 않았어요 심리 적 공포 감 이나 긴장감 도 없었구요 조그만 소리 에도 깜짝깜짝 잘 놀라고 겁 많으신 분 들 이 보시 면 좋겠네요
이플리,부정적,3,부정,에 효 기대하는게 너무 컸는지 실망 스럽더라구요 아무튼 비추
,부정적,0,부정,진짜 하나 도 않 무서움 평점 좋길래 기대하고 봤는데 이건 뭐 이렇게 지루한 영화 는 처음 이다 뭔가 나오겠지 나오겠지 했는데 아무 것 도 않 나옴 아바타 나 볼껄
기적,긍정적,8,부정,클로버필드 같은 영화 를 보고 싶다면 추천
없다캐라,부정적,6,부정,별 대 단치 는 않음 마지막 에 쪼끔 깜놀 이긴 하지만 그닥 잘 만들었다는 생각 은 없음
닉네임을 등록해 주세요,긍정적,7,부정,"야 이 알바생 들 아 그만 좀 써 너무 티 난다 잘 못 보시는 분 들 이면 
 무섭긴 하겠지만 모 좀 심하게 쓰지말아라"
한normal,긍정적,10,부정,새벽 에 사운드 완전 최상 으로 하고 불 끄고 혼자 서 봤는데 진짜 내 가 내 숨소리 도 무서울 정도 였다 마지막 특히 초 공포
갸꿀,긍정적,10,부정,낄낄 님 영화 좀 제대로 이해 하세요 그 귀신 은 그 여자 만 무조건 따라다녀요 이사 가도 그 집 에 따라가니까 다른 데 로 이사 를 못 가는거죠
탈퇴한 사용자,긍정적,8,부정,재미있고 없고를 떠나서 진짜 귀신 이나 오는걸 보여주는것보다 이렇게 집 침대 라는 한 공간 에서 패쇄 적 인 공포 를 첨 느껴 봄 너무 무서워서 마지막 에 캭 소리 지르고 울었어요 원래 겁 많이 없는데 헉
huh,긍정적,10,부정,신선한 영화
여기에 텍스트 입력,부정적,0,부정,사람 들 이 무섭다길래 엄청 기대 를 하고 봤는데 그냥 깜짝깜짝 놀라게 할 뿐 공포 감 을 조성 하기에는 조금 부족하지 않았나 싶다 여배우 가 돌아다니는 장면 이 오히려 좀 웃겼다 덕분 에 개인 적 으론 심란하게 실망
탈퇴한 사용자,긍정적,9,부정,다운 받았는데 집 에서 봐도 무서울까 요
휴면 사용자,부정적,0,부정,이 거 영화관 에서 봣는데 진짜 무섭지도 않고 정말 아 마지막 장 면 빼고 지루해 죽는줄 알앗음 진짜 짜증 이 너무 낫음
hope2003,부정적,0,부정,최악 의 영화 입니다 열 차안 에서 봤는데 짜증 만 나고 너무 재미없고 지루한 영화 입니다 첫째 날 두째 날 매일 같은 일 반복 이고 마지막 날 에 갑자기 공포 스럽게 남자 가 죽어 버리고 참 재미없는 영화 입니다
On1yForYou,긍정적,10,부정,내 생애 가장 공포 스러운 영화 공포영화 보면서 소리 지른건 처음 역시 기대 를 저 버리지 않는 고급스러운 공포
L_H_K_,부정적,6,부정,공포영화 에 자주 등장 하는 1 인칭 비디오 관점 으로 구성 한 영화 그렇게 귀신 이 등장 하는데 왜 그 집 에만 살려고 고집 하는지 모르겠음 결말 도 좀 허무함
,긍정적,10,부정,영화관 에서 볼땐 별로 안무 서 웟 는데 밤 에 침대 에서 잘 때 생각난다는
탈퇴한 사용자,긍정적,9,부정,잼 잇서 무서워 무서워
쿤,부정적,6,부정,"점점 긴장감 을 올려주길래 좋았는데 순간 허무하게 결말 이 나네요 
 마지막 이 반전 이라고 평이 되어있길래 기대 를 했었는데 그 허무함이란 
 이것가지고 반전 이라고 말 하다니라는 생각 을 했답니다"
응-,긍정적,10,부정,"대박 에서 친구 랑 봤는데요 너무 무서움 
 12 세라 고 얕 봤다가 큰일 난 케이스 
 처음 부터 끝 까지 긴장 을 놓지 못 한 그런 영화 
 팝콘 그냥 버렸습니다 카라멜 인 뎅"
성남축구전용구장건립추진위원회,부정적,3,부정,좀 별 로이 더 이다
옹,부정적,3,부정,"뭐 야 영화관 에서 돈 내고 보기 아까 웟던 공포영화 라고 치기 엔 하나 도 안 무서운 
 스토리 도 별로 고 마지막 빼고는 다 별로 였다"
헤버리,긍정적,10,부정,공포영화 중 에서 제일 긴장 하게 만들었던 영화 귀신 이 직접 등장 하지 않아도 공포 를 느낄 수 잇어요
VOIR,긍정적,9,부정,"저 랑 제 친구 는 무서워서 눈 도 못 떳는뎈 평소 에 무서움 잘 타는 두 명 
 마지막 에 약간 허무하긴 했죠"
탈퇴한 사용자,부정적,3,부정,무서우면 방문 을 잠그고 자던지 카메라 살돈 있으면 컴터 에 설치 하는게 더 저렴하고 감시 도 편하겠다 여 주인공 의 떡 벌어진 어깨 학생 이라고는 믿기 힘든 나이 든 얼굴 그런 여자 랑 사는게 더 무섭겠다
시놉시스,부정적,0,부정,뭐 가 무섭다는거지이거 공포영화 맞나 케이블 방송 에서 해주는 심령 다큐 보다 허 접하다 접신 빙의 그 수준 이네 쩝
dhdh,긍정적,9,부정,진짜 로 존재 함 귀신 은 그니까 천국 지옥도 존재 함 두려워하면 안됨 귀신 은
휴면 사용자,부정적,0,부정,돈 이 정말 아까 움 추천 한 친구 에게 진심 으로 화가 났다
탈퇴한 사용자,긍정적,9,부정,"심리 적 인 공포 로 잔잔하면서 긴장감 이 흘렀다 
 허무하게 끝나는게 흠 이지만 
 스필버그 의 결말 이 가장 재밋었 고 
 영화 끝나면 허무하지만 
 후유증 이 남는다 
 나름 볼 만 했다"
탈퇴한 사용자,긍정적,9,부정,현실 적 이고 말초 적 인 공포 를 잘 표현 한 영화 스크린 이 크고 조용한 극장 에서 보기 를 권하고 싶은 영화 장면 하나 하나 놓치지 말고 보시길 공포 는 어느 순간 튀어나올지 모르니까
진달래,부정적,4,부정,이 것 이 무슨 공포 스릴러 영화 인가요 지루함 의 연속 인데 다 혹시 나 혹시 나 하는 마음 으로 끝 까지 보구 나서의 허탈 감 이란 사람 마다 감정 과 생각 은 다르겠지만 이 영화 재 밉다고 하는 사람 이해 하기 힘드네요
,긍정적,10,부정,정말 대박 이다 솔직히 기 대안 하고 봤는데 공포영화 중 에서 제일 무서웠던 영화 귀 신 피 한 방울 없이 사람 을 두렵게만 드는 섬뜩한 영화 다 특히 마지막 장면
꼬북핍,부정적,0,부정,저 진짜 겁 많은데 한개 도안 무섭고 다시 돈 주고 보라 면 안 볼듯
타로핀,긍정적,10,부정,공포영화 좋아하는데 여지 껏 본 거중 에 가장 무서웠음 뭐 깜짝깜짝 놀래 켜야만 공포영화 가 아니라는 점 제대로 몰입 해서 봤는데 지루한 부분 은 시작 한 10분 15분 영화관 에서 봐야 제대로 볼수있음
이지성,긍정적,10,부정,우리나라 관객 수준 이 이렇지 못 들어 본 음악 을 들으면 가사 는 언제 나오냐며 툴툴대 고 공포영화 를 보면 귀신 안 나온다고 투덜대고 그런 사람 들 은 다신 외산 공포영화 보지 말고
안녕,긍정적,8,부정,친구 가 무섭다고 해서 심야 영화로 영화관 에서 봤는데 맨 처음 은 너무 지루함 소리 때문 에 쪼금 놀라고 여자 다리 끌려 갈 때 부터 마지막 장면 이 무서 웟 는데 첫 장면 은 너무 지루함 이 거 결말 이 3 개 라 던데
여행이 좋아,부정적,5,부정,진짜 웃겼던건 무섭다 무섭다 하면서 침대 위치 한번 안 바꾸고 자냐 그렇게 끌려가면서도 그리고 그렇게 무섭다면서 문 은 끝 까지 열고 자고 무서운것보다 답답해서 미치는 영화 다 나중 에 여 자비 명 도 짜증
이준운,부정적,1,부정,지루함 마지막 에만 좀 놀람
jj,부정적,0,부정,평점 작업 지긋지긋 합니다 왜 이렇게 10 점 을 연속 으로 준 사람 이 많은가 했더니 1월 13일 날 개봉 해서 지금 상영 중 에 있군요 아바타 에 짓눌려서 어디 돈 좀 벌어 보겠습니까
minimi,긍정적,8,부정,정말 괜찮은 영화인 듯 극 장용 다운 용이 다르다고 한다 영화관 가서 보시길
cnrqhr,긍정적,10,부정,요즘 은 다큐 가 대세 인 듯 하네여 파라 노말 두 잼나구 아마존 두 잼나구
skykeep,부정적,0,부정,이 것 도 영화 였나 감독 이름 만 보고 갔다가 아 휴 돈 시간 날렸다
김수련,부정적,0,부정,죽고싶나 스티븐 왜 계속 캠코더 로 찍는건데 어지러워서 토 할 뻔 했다 저 예산 도 저 예산 나름 이지 진짜
dain,긍정적,10,부정,정말 무서웠던 영화
탈퇴한 사용자,긍정적,10,부정,무서워서 혼났네요
오필,긍정적,9,부정,엑소시스트 1 가 공포 10 점 이 라면 이 영화 는 9 점 이다 영화 값 아깝지 않다 그러나 정신 건강 에 좋지 않은 영화 다 한마디 로 스트레스 받는 영화
요리하는 Talker,긍정적,10,부정,영화 보고 집 에서 잘 때 마다 문 에 소금 뿌리 고 잔다는
나,부정적,0,부정,돈 이 아깝
늘언제나항상,부정적,3,부정,일단 하나 도 안 무섭고 초반 에 많이 지루하다가 중간 에 약간 흥미롭다가 정말 허무하게 끝 한동안 멍하게 있었다 진짜 끝난거 맞나 하고말이다 개인 적 으로 쫌 시시했음
민,긍정적,10,부정,보통 무섭다는거 완 달리 무언가 새롭게 무섭다 찬찬히 긴장감 이 돌아 땀 이 났다 마지막 장면 정말 짜릿했다
kjh964313,긍정적,9,부정,최근 에 본 공포 나 스릴러 중 에는 그나마 이 게 나았다
쿨해지고싶어,긍정적,7,부정,"보이는 공포 보다 심리 적 공포 를 좋아한다면 
 전 그냥 그랬는데 남자 친군 영화 보고 나서 담날 무서워서 잠도 못잤데요"
김대윤,부정적,4,부정,무서움 에 기준 이 매우 의심 이감 스필버그 감독 도데 체
ZsimonZ,긍정적,9,부정,나 한테 도 일어날거 같은 긴장 최고
백설,부정적,6,부정,초반 에는 지루 중반 부터 흥미로워지나 싶더니 허무하게 끝 이렇게 갑작스럽게 결말 이 나 는 영화 는 처음 보네요 페이크 다큐 인걸 모르고 봤을 때 는 실제 상황 인 줄 알았으니 연기자 들 의 연기 에 박수 를
R-O-K,긍정적,10,부정,마지막 장면 에서는 정말 나도 깜 놀랐다 우 라나 라도 이런 류 의 공포영화 를 한 번 만들어 봤음 좋겠다
5월의신부,부정적,5,부정,"괜히 밨엉 
 기대 넘 햇 나"
ha7738,부정적,0,부정,정말 이렇게 재미없고 시간 아까웠던 영화 는 없었던것 같다아니 영화 라기 보다 개인 이 찍은 동영상 보다도 더 못 한 쓰레기 를 수입 해와서 흥행 이 될거라고 정말 알수가 없슴이것 도 영화 라고 극장 에 올린 자체 가
지수,부정적,1,부정,재미없다
일반,부정적,0,부정,머냐 이건 결론 은 다 죽는다는 건데 일반 적 인 공포영화 랑 같다 결국 다 죽지 재미 는 없다 다만 상상 으로 공포 를 느끼고 싶은 사람 만 봐라 하지만 유령 의 실체 는 안 나온다 쓰레기 영화
뭉클라이프,긍정적,8,부정,역시 이 영 화평 은 극 과극 인거 같다 난 무섭고 잼썻다 에 한 표 먼가 빵빵 놀라는건 없어도 첨부 터끝 까지 근육 에 힘주고있었다
가뤼,긍정적,9,부정,공포영화 를 좋아해서 만족스러웠다 영화 끝나자마자 극장 반응 이 재미있었다 남자 들 이 더 웅 성 웅성대 박하는 소리 가 여기저기 서 커플 이 대부분 이었으나 남자 들 이 더 무서워하는 듯 해서 웃겼다
,부정적,3,부정,"이 거 별 점 많이 주시 는 분 들 이해 가 안되요 알바 가 틀림없네요 
 정말 보는 내내 답답한 영화 이구 요 초반 무지 지루하구요 제 가 동생 이랑 영화관 가서 봤는데 정말 왠만하면 다른 영 화보 시기 를 당부 드립니다"
김정윤,긍정적,10,부정,별 점 확인 못 하고 시간대 맞는걸 루 골랐는데 첨 엔 아 잘 못 골랐다 생각 했었는데 점점 조여 드는 긴장감 과 두근거림 심리 적 공포 감 관람객 들 도 숨 죽여가며 바스락 거리 는 소 리하나 없이 극장 에서 보세요
beat,긍정적,10,부정,간만 에 긴장 과 흥분 을 준 영화 였습니다 좀 어지럽고 속이 좋진 않았지만 요
압구정젠틀맨,부정적,0,부정,영화관 에서 보고왔는데 아 정말 이건 그냥 7천원 으로 야동 70 기가를 다운 받고말겟어요 진짜 재미없어요 그냥 다운 받아서 보세요 보고싶은 분 들
러브태희,부정적,6,부정,소재 가 참신하고 흥미로 왔으나 스토리 가 더있어야 될 껏 같은 그냥 막판 몇 분 에 결말 이 나니 신기하게 내내 보다 너무 허무
탈퇴한 사용자,긍정적,10,부정,이 영화 는 영화관 에서 봐야 제대로 실감 할 수 있을 것 같아요 실제 로 촬영 한 걸 영화 에 넣은거라 그런지 더 오싹하고 무섭네요 밤 에 밤 촬영 하는 장면 만 나 와도 무서웠음
휴면 사용자,긍정적,10,부정,재밌음 그 마지막 10분 을 잊을수가 없다 소름 이 쫙 돋고 근데 호불호 가 많이 갈리 지만 나 는 만족
고마해,긍정적,9,부정,솔직히 무서워요 전 개인 적 으로 알포인트 이후 찜찜한 기분 첨 이에요
서정범,긍정적,7,부정,우 으 12 세 관람 가능 에바 진짜 무섭 초반 에는 따분하다가 점점 강도 가 쩌 는 집 이 흔들리는 것 부터 쿵 소리 가나 고 여자 가 빙의 하고 끌려가고 나중 엔 빙의 해서 남자 죽이는듯
탱자야,부정적,3,부정,별로 였음 돈 주고 볼 만 한 영화 는 아니었던거 같음
모니카,부정적,4,부정,실망 너무 너무 실망했음 배우 겨우 4 명 에 제작비 하나 도 들이지 않은듯 한 잴 재미없는 영화 였음 시간 과 돈 이 아까웠다
이니아,긍정적,10,부정,극장 에서 보고 안 무섭다고 한 사람 한 명도 없음 집구 석 지체 쳐 보지 들 마시고 평점 적으셈
휴면 사용자,긍정적,10,부정,완전 무섭구만 1 점 0 점 주는 멍청이 들 은 머 지
쭈22,긍정적,10,부정,무서운 영화 잘 보는 편이 고 이건 12 세 니까 하면서 맘 편히 봤는데 뒤 로 갈수록 쵝오 계속 생각난당 마지막 장면
탈퇴한 사용자,부정적,3,부정,영화 내용 이영화 제목 그 이상 그 이하 도 아님이였음 을 보고나면 절실 히 느낄 겁니다
휴면 사용자,긍정적,9,부정,재미없다는 사람 은 뭐 지난 진짜 완전 무서웟음 볼때 는 감흥 없는데 영화 보고 딱 집 에 돌아 왓 는데 나 혼자 밖에 없고 갑자기 생각나고 집 에서 뛰 쳐나 왓 다 졸라 무서운데
나무같은 삶,부정적,0,부정,이건 사기 다 이건 영화 도 아니다우리 나라 하고 안 맞는 건지두 모르고 돈 주 고도 아니 공짜 로 두 볼 가치 가 없는 영화 다 아우 진짜 입 에서 욕 나오는 영화 다
해변의 신밧드,긍정적,10,부정,마지막 장면 에서 공포 때문 에 유체이탈 된듯 무서웠음
휴면 사용자,긍정적,8,부정,밤 이 될수록 무섭다 마지막 에 너무 무서웠음 근데 쓸 때 없는 내 용이 너무 많아서 8 점
태평양마음,부정적,5,부정,공짜 표 가 있어서 안 본다는 딸아이 억지로 끌 고 갔다가 핀잔 만 들었네요 시간대 에 맞추다 보니 이영화 를 봤는데 지금 까지 본 영화 중 에서 최고 로 점수 를 덜주고 싶어진 영화
오화영,부정적,0,부정,솔까말 이영화 내용 말 하자면 3초 안걸려 말 할수 잇음
Dorothy,긍정적,10,부정,"공포 감 을 점점 올려 놓고는 마지막 극 에 다 달았을 때 확 하고 터진 공포 감 
 지금 것 공포영화 보고 소리 지른 적 한번 없는데 막판 에 공포 영화 중 최고"
휴면 사용자,긍정적,7,부정,무서움 잘 때 촬영 하는거나 오면 나도 모르게 한숨 이
Londoner_,부정적,0,부정,내 돈 내놔 그 돈 을 차라리 아이티 에 기부 했으면 뿌듯하기나 했을것을 같이 보자고한 사람 한테 까지 미안하더라 어쩔 꺼야
최수지,긍정적,10,부정,"밤 마다 귀마개 끼 고 자야하는 현실 을 만들어 준 영화 
 대박 처음 도 지루하다고 들 하는데 자기 얘기 라고 감정이입 제대로 하면 진짜 소리 안 지르는 게 더 이상함 이 거 다운 받으면 안 무서움 영화관"
닉네임을 등록해 주세요,긍정적,10,부정,공포영화 를 좋아하는 사람 으로써 이건 단연 최고 어설프게 분장 하고 나오는 좀비 물이 나 귀신 보다 훨 무섭습니다 그리고 아래 분 이 얘기 해 주신것처럼 컴퓨터 로 어설프게 보면 별로 고 영화관 가서 보세요
,긍정적,10,부정,이건 정말 이영화 에 대해 아무 것 도 모르고 봐 야함 공포 도 아니고 실화 인 다큐 인 줄 알 고 봤다가 밤 에 잠도 못잤다 정말 신선한 공포 겨울 에 보는 공포영화 라 그런지 더 오싹 정말 강 추강 추
에지카,긍정적,10,부정,별 생각 없이 일상 을 찍은 거니 지루하겠지 하며 봤는데 제대로 소름끼쳤다 점점 강도 가 세지 고 있어 진짜 후회 없이 본 영화 이건 극장 에서 많은 사람 들 이랑 같이 봐야 더 제대로 일 듯
뽕빨내버려,긍정적,10,부정,우연히 예고편 을 봤는데 재밌을것 같아서 그냥 봤더니 보면 볼수록 빠져드는 영화 나 에겐 무서웠던 영화
김정민,부정적,4,부정,"정녕 나 는 이 같은 사람 들 과 같은 영화 를 본것인가 끝나고 한참 을 못 나갔음 이 게끝 이야 설마 우리 같은 줄 사람 들 우리 보더 니 같은 안 나갔음 결국 직원 이 
 나오라 고함"
휴면 사용자,긍정적,10,부정,"와우 이영화 쵝오 긴장감 대단함 이영화 2010년 들어서 최고 작이였음 
 놓치면 정말 후회 할지도 모름 진짜진짜 최고 로 무서운 공포영화 였음 할말을 잃을 정도 로 꼭 보시길 바람 초대 박강 추"
휴면 사용자,긍정적,7,부정,끝나고 나서 별로 기억 에 남는건 없는데 마냥 무섭기만 했다 우리 언니 는 이 거 영화관 에서 보다가 중간 에 나가서 토 했음
Withyou0201,부정적,0,부정,살다 살다 이런 슈레 긴 처음 이다
해바라기,부정적,5,부정,공포영화 를 즐겨 보고 좋 아라하 는 사람인 데넘 재미없 드 라 솔직히 공포 치곤 좀 지루함 마지막 한 5초 의 느낌 만 아직 까지
휴면 사용자,긍정적,10,부정,"상상 이 최고 의 공포 라 는걸 아주 잘 활용 한 영화인 듯 
 마지막 까지 재밌고 지루함 도 별로 못 느꼈던 영화"
김미숙,긍정적,9,부정,블레어 윗 치 같은 느낌 암튼 새벽 3시 에 혼자 보다가 완젼 심장 오그 라 듬 무섭고 긴장 되는 영화
아멜리,부정적,3,부정,"기대하고 딸 랑 6 명 있는 상영 관 에서 봤는데 
 약간 의 긴장감 빼고는 그닥"
인궁이,긍정적,10,부정,이건 뭐 귀신 얼굴 도 안 보여주고 우리 맘대로 귀신 상상 해야 되는 이런 아 진짜 진심 너무 무서움 진짜 울 고도 울었음 사람 들 다 들 소리 지르고 아 진짜 실화 라는 게 더 무서움 최고
휴면 사용자,긍정적,10,부정,실화 인 줄 알 고 봤는데 무서워 되질 뻔함
박진우,부정적,0,부정,지루 허무 아 왜 초 저예산영화 인지 실감
도 의진,긍정적,7,부정,초반 에 지루해하며 졸면 후반 의 짜릿한 공포 를 느낄 수 없는 영화 의 결정 판 초반 부터 몰입 하면 더 재미있겠죠
탈퇴한 사용자,긍정적,9,부정,"역시 영화관 에서 봐 야한다 집중 해서 본게 더 영화 에 빠져들게만 든것 같다 끝 에 10분 은 고함 을 3 번 이나 지르게 햇 다 손 에는 땀 이나고 얼굴 은 상기 됬다 
 최저 예산 으로 만든 영화 치고는 볼 만 한 영화 다"
휴면 사용자,긍정적,7,부정,은근 섬뜩 섬뜩 도입 부가 조금 늘어졌지만 끝 까지 긴장감 있는 영화
LHY,부정적,3,부정,안 무섭다
휴면 사용자,긍정적,10,부정,이영화 제대로 보려면 저 처럼 극장 에서 관객 10 명도 안되는 야심한 시각 에 실제 촬영 인 줄알 고 보아 야 합니다 인터넷 이나 팜플렛 으로 미리 허구 인거 다 알아놓고 사람 절반 이상 찬 극장 에서 보면 나 같아도 안 무섭겠다
몰디브유,부정적,0,부정,아 제발 이건 뭐 냐 왜 만든거냐 돈 날리고 뭐 가 공포 라는 거 야 뭐 가 무섭다는 거지 앞 으로 이런거 만들지 말 자 응
휴면 사용자,긍정적,10,부정,마지막 5분 은 제대로 보지 도 못 해서 그나마 눈뜨고 있었던 남친 님 한테 얘기 만들었음 근 데 도 하루 종일 정신 놓고 다님 혼자 는 도저히 못잘것 같아 엄마 한테 같이 자자했음 진짜 토나옴
백진주,긍정적,10,부정,대박 최고 임
조민서,부정적,0,부정,헐로 시작 해서 헐로 끝나는 영화 야 무섭 기는 개뿔 영화관 에서 다 들 정색 하고 보던데 뭐 무섭지도 않아 다른사람 은 코 골면서 잤음 돈 아까워
Reignman,긍정적,8,부정,극도 로 강한 마지막 한 방 에 극장 에서 엄마 를 부른다
오로,긍정적,8,부정,전 공포영화 를 좋아하는데 에는 서서히 공포 를 조여오는 게 정말 땀 많이 났습니다 몇 일 동안 잠 제대로 못잤어요 한가지 아쉬운게 있다면 남자 가 자꾸 촐싹 거 린다 는 거
rakuen,부정적,2,부정,친구 와 영화관 에서 보다가 멀미 땜 에 죽는 줄 알았음 내 생 에 최악 의 영화 그냥 이 게 진짜 실화 인가 그것 에만 관심 갔고 솔직히 그리 무섭지도 않고 영화관 나오는 순간 잊혀지는 그런 영화 였음
휴면 사용자,긍정적,9,부정,"저 거 보고 밤 에 잘 때 잘 들리지도 않는 소리 에도 불키 게 만들어 나 잠자고 싶은데 
 몇 일 째 불면증 후 아 잠좀 자고싶다 개 무서워"
nouveau,긍정적,8,부정,내 옆 에 여자 울더라 나 는 그 정도 는 아니었는데 끝 엔 완전 섬뜩
민성실,긍정적,9,부정,나진 짜 무서워 죽는줄 알았다 너무 무서워서 보다 뛰 쳐 나갈 뻔함 진짜 무서움 점점 무서워지는데 그 무서운게 일어나기전 카메라 속 침묵 이 너무 무섭다 영화 를 보고 난후 에 예고편 을 봤는데도 무서워서 제대로 보지 도 못 함
,긍정적,10,부정,제일 무서웠던 영화
라처니,긍정적,9,부정,사사로운 소리 에도 이렇게 공포 스럽 기는 처음 이다 마지막 10분 은 결국 눈뜨고 보지못하고 소리 만 들어서 아쉽지만 도저히 무서워서 볼수가 없었다 너무 재밌다
위드유,부정적,5,부정,마지막 10분 을위해 만들어진 영화인 듯
치미,긍정적,10,부정,보이지 않기에 느껴지는 공포 썸띵 인 비지 블
탈퇴한 사용자,부정적,3,부정,이건 집 에서 내 가 찍어도 되겠다
akdm210123,부정적,0,부정,골 때리는 영화 입니다 완전 돈 아까워요 보는내내 미칠것 같은 싸구려 영화 임 후회 하실려면 보삼 왜 이런 돈 아까운 영화 를 수입 했는지요 그리고 스필버그 감독 욕 나옵니다
휴면 사용자,부정적,0,부정,난 생애 최악 의 영화 였음 시작 부터 계속 이런 식 은 아니겠지 언제 끝나지 이 표정 끝 까지 유지 가족 끼리 봤는데 돈 아까 죽는줄 실화 가 아니라면 난 1 점도 줄수가 없다
안녕 릴리,긍정적,8,부정,뭐 가 나타나지도 않고 보이지 도 않앗는데 단순히 심리 적 인 공포 만 걍 볼 만 햇 다
휴면 사용자,부정적,6,부정,많이 기대하고 봐서 그런지 그냥 그 랫 어 요
휴면 사용자,긍정적,8,부정,공포영화 는 보는 사람 마다 시각 이 다르기 때문 에 이 게 맞다 저 게 맞다 판가름 할 수 없다 생각 합니다 저 는 생각 같아서 8 점 을 주는데 0 점 이 틀리다 10 점 이 틀리다 이렇게 말 할수 없다 생각 됩니다만
휴면 사용자,긍정적,10,부정,짱 인 듟 진짜 영화 보는내내 심장 이영화 끝나고 웅성거리는 와우
guardian,긍정적,10,부정,극장판 을 안 보셔서 모르시나 보네 극장판 결말 을 보세요
아자아자,부정적,0,부정,"그냥 최악 
 딱 제작비 정도 의 영화 2만 5천 불이라고 했나 
 재미 도 공포 도 아무 것 도 없는 그냥 셀프 카메라 형식 을 따온 웃기지도 않는 픽션"
휴면 사용자,부정적,1,부정,증말 지루하고 재미없는 영화 다 방문 은 항상 열려있고 위험 순간 에도 불도 켜지 않는다 공포 감 을 만들기 위해 서 그랬겠지만 넘 설정 이 뻔하다 재미없다 이런 영화 에 어떻게 저리 좋은 평점 을 준 단말 인 다
하틱,긍정적,9,부정,와 짱 무서움 난 공포영화 봐도 집 에 오면 아무렇지도 않은데 이 거 계속 생각남 오랜 만 에 제대로 된 공포영화 본듯 근데 카메라 때메 좀 어지럽단
지수,긍정적,7,부정,이 내용 이 공포 스러운 이유 는 카메라 렌즈 를 통해 보는 관객 들 의 존재 를 아는 듯 한 마지막 장면 의 충격 이다 그나저나 부부 사이 에 누가 새벽 에 괜히 일어나면 거품 물 듯
워리어,긍정적,7,부정,첨 에는 사실 성 영화 라 착각 하고 봐서 그런지 긴장감 이 100 였지만 후반 에는 오히려 긴장감 이 떨어지고 끝 이 약간 실망했지만 색다른 시도 의 공포영화 였다
00000,긍정적,8,부정,아무리 한국영 화 죽어 간다 지만 알바 도 정도껏해 야 지 진짜 급하긴 급한 가보네
트위드,부정적,1,부정,재미 도 없고 감동 도 없습니다 작품 성 을 아는 분 이 아니시라면 절대 비추 입니다 정말 영화 다 보고나면 이 게 멍 미 이 수준 입니다 감독 하나 믿고 봤는데 진짜 미스 초이스 였어요
언젠가는-,긍정적,10,부정,마지막 10분 으로 한 방 에 보 내버렸음 생각 할수록 소름끼치고 영화 본 후 로 밤 마다 생각나서 소름끼친다 생각 하면 할수록 내용 이 너무 무서워
나디아,긍정적,8,부정,영화 보기 전 에 이미 여기 들어와서 사전 정보 를 훑어 봤다면 공포 와 긴장감 은 절반 으로 줄어들 것 이 요 제목 만 알 고 봤다가 아주 식겁했다 나중 엔 정말 긴장감 에 지쳐 극장 을 뛰 쳐 나오고 싶었음
박군,부정적,6,부정,꾸며 낸 이야기 가 아니라서 극적 이진 않지만 점차 고조 되는 긴장감 과 극단 적 인 결말 이 충격 적이었음
해마,긍정적,10,부정,최고 에요 처음 엔 살짝 졸았는데 진행 될수록 긴장감 을 놓칠수 없고 정말 악령 이 있나 봐요
darkness000,긍정적,10,부정,진짜 내 주위 사람 들 다재 밋 게 밧는데 따른 나라 에서도 극찬 하고 점수 말 도 안되게 낮게주는 인간 들 은 영화 잘 모르는 사람인 듯 미국 호주 에서 독립영화 로써 최고 로 인정받앗다는데 나무 서 운영 화 보고 눈 하 나 깜짝 안하지만 진짜 무서움
휴면 사용자,부정적,3,부정,이런 영화 의 기본 은 리얼리티 를 살리는것이다 그런나 이영화 는 보는 내내 웃음 이 나온다 엉 성한 연기 소품 그리고 어설픈 설정 포스터 나 주변 얘기 만 듣고 보는 사람 들 은 반드시 후회 한 다
oooooo,긍정적,10,부정,말 이 필요없다 최고 임 이 거 보고 잠 을 못자서 이 시간 에 이러고 있음
